,trackid,text,title
241,TRNEKDM128E0780C91,coldplay warn sign warn sign miss good part realize start look bubble burst start look excuse come 've get tell state 've get tell loudest tone start look warn sign truth miss yeah truth miss warn sign come back haunt realize island pass island discover come 've get tell state 've get tell loudest tone start look warn sign truth miss yeah truth miss tire let crawl back open arm yes crawl back open arm crawl back open arm yes crawl back open arm,Warning Sign
242,TRNDZJT128E0792721,smash mouth star somebody tell world gon roll n't sharpest tool shed look kinda dumb finger thumb shape forehead well years start come n't stop come feed rule hit grind run n't make sense live fun brain get smart head get dumb much much see wrong take back street 'll never know n't 'll never shine n't glow hey 're star get game play hey 're rock star get show get pay glitter gold shoot star break mold cool place say get colder 're bundle wait 'til get older meteor men beg differ judge hole satellite picture ice skate get pretty thin water get warm might well swim world fire way like never get bore hey 're star get game play hey 're rock star get show get pay glitter gold shoot star break mold hey 're star get game play hey 're rock star get show get pay glitter gold shoot star somebody ask could spare change gas need get away place say yep concept could use little fuel could use little change well years start come n't stop come feed rule hit grind run n't make sense live fun brain get smart head get dumb much much see wrong take back streets 'll never know n't 'll never shine n't glow hey 're star get game play hey 're rock star get show get pay glitter gold shoot star break mold glitter gold shoot star break mold,All Star
243,TRNOVXA128F92FD533,daft punk digital love last night dream dream dance right beside look like everyone fun kind feel 've wait long n't stop come little closer jam rythm get stronger nothing wrong little little fun dance night long time right put arm around 're feel right wrap arm around suddenly feel shin sun know dream ooh n't know dream wish dream come true ooh n't know dream 'll make dream come true n't play game n't play game,Digital Love
244,TRNXTXH128F92FF599,shakira loba sigilosa pasar sigilosa pasar esa loba especial mírala caminar caminar ¿quién querido una diosa licántropa ardor una noche romántica mis aullidos son llamado quiero lobo domesticado por fin encontrado remedio infalible que borre del todo culpa pienso quedarme lado mirando tele oyendo disculpas vida dado hambre voraz apenas das caramelos voy con mis piernas juventud por ahí aunque maten los celos una loba armario tiene ganas salir deja que coma barrio ante irte dormir tengo tacones aguja magnética para dejar manada frenética luna llena como una fruta consejos los escucha llevo conmigo radar especial para localizar solteros acaso meto aprietos también llevo número los bomberos tipos muy lindos divos niños ricos que quiero pasarla muy bien portarme muy mal los brazos algún caballero una loba armario tiene ganas salir deja que coma barrio ante irte dormir cuando son casi una loba celo saluda luna duda andar por calle entrar bar probar fortuna está sentada mesa pone mira próxima presa pobre del desprevenido que esperaba una esas sigilosa pasar sigilosa pasar esa loba especial mírala caminar caminar deja que coma barrio ante irte dormir,Loba
245,TRPGMIC128F92F5A2C,mystikal alright alright alright see uhh y'all n't understand huh alright let see uhh make lil clearer y'all n't walk water jump build nothing first get hurt get fuck rapper pay attention put chalkboard start concrete lyrical lawnmower say house build shit bitch fuck dat filt non filt ba'dat-tat-tat boom boom boom louisiana number one zorro two boom get catch roll thru hold back come short gold fall fuck dat tell come back harder mean shit yeah mad couple million dollars last year spend bitch like martin luther king 'll project jealous want kill like white man town get scope n't stand still 'cause put haaa-o hot sauce jaguar top see start mystikal alright alright alright alright alright alright see start big trunk alright alright alright alright alright alright jive record like promote violence diss artists nothin faithful gumbo kill kill game jack knife cutthroat let rip n't hold back shit nigga say feel eva graphic explicit rappin dis bitch kick who-eva complain reason get somethin say late 'cause reason come grow folks n't like doin suck daddy long stroke crunk trunk tight school days gamma phi kappa stumble n't see nigga play disrespect front take head come n't give fuck nigga nigga mystikal alright alright alright alright alright alright see start big trunk alright alright alright alright alright alright jive record think hear talkin shit n't get nothin nigga fuck come nigga fuck talkin 'bout head roll less bread talkin way bitch ass nigga somethin say 'll think 'll know serious real get kickin dis shit guess i'mma show take picture sympathy see face remember mystikal alright alright alright alright alright alright see start big trunk alright alright alright alright alright alright jive record mystikal alright alright alright alright alright alright see start big trunk alright alright alright alright alright alright jive record,Alright
246,TRPGPDK12903CCC651,evanescence bring life see eye like open doors lead core 've become numb without soul spirit sleep somewhere cold find lead back home wake wake inside n't wake wake inside save call name save dark wake bid blood run n't wake come undo save save nothing 've become know without n't leave breathe make real bring life wake wake inside n't wake wake inside save call name save dark wake bid blood run n't wake come undo save save nothing 've become bring life 've live lie nothing inside bring life freeze inside without touch without love darling life among dead time n't believe could n't see keep dark front 've sleep thousand years seem get open eye everything without think without voice without soul n't let die must something bring life wake wake inside n't wake wake inside save call name save dark wake bid blood run n't wake come undo save save nothing 've become bring life 've live lie nothing inside bring life,Bring Me To Life
247,TRPFLRB128F14A895D,arcade fire cars know place plan know place ship hey cars hey cars know know place spaceships know place sub hey cars hey cars know hey kid know hey cars click light start dream click light start dream little baby let women children let old folks let n't know 're,No Cars Go
248,TRPFKZM12903D11317,basic space neck chest waist floor easy take could take fours make deal day piece take stay week 'll take piece take apart 've suffer shipwreck right start 've underwater breathe think lose end begin basic space open air n't look away nothing set stone piece piece alone air tight break keep keep safe pool boil wax get let set get seal n't adjust n't relearn get keep preserve basic space open air n't look away nothing hot wax leave shine would n't know leave behind second skin second skin n't let still let n't let still let,Basic Space
249,TRPFYYL128F92F7144,modest mouse float back car cop car day well drive sometimes life okay run mouth bite much say well laugh okay 'll float okay 'll float okay 'll float okay 'll float anyway well fake jamaican take every last dime scam worth learn sleight-of-hand bad news come n't worry even land good news work way plan get fire exactly day well 'll float good news way 'll float okay 'll float okay 'll float okay 'll float alright already 'll float n't worry 'll float alright already 'll float alright n't worry 'll float alright already 'll float alright already 'll float alright n't worry even things end bite heavy 'll float alright already 'll float alright already 'll float okay n't worry 'll float even things get heavy 'll float alright already 'll float alright n't worry 'll float alright float,Float On
250,TRPAAWS128F92F4130,darius rucker alright alright alright yeah alright alright n't need five star reservations 've get spaghetti cheap bottle wine n't need concert city 've get stereo best patsy cline n't get caviar dom perignon far see 've get everything want 'cause 've get roof head woman love lay bed alright alright 've get shoe feet forever eye star back alright alright yeah 've get need alright maybe later 'll walk river lay blanket stare moon may french riviera long may simple life okay ask baby think 've get make 'cause 've get roof head woman love lay bed alright alright 've get shoe feet forever eye star back alright alright yeah 've get need alright alright yeah yeah lay night thank lord give everything ever could dream 'cause 've get roof head woman love lay bed alright alright alright alright 've get shoe feet forever eye star back alright alright alright yeah 've get need yeah 've get need alright yeah alright,Alright
251,TRPNPTL128EF35F8B6,maroon make wonder wake blood-shot eye struggle memorize way felt thighs pleasure make cry feel good bad worth aftermath try get back still n't reason n't time really make wonder ever give fuck give something believe cause n't believe anymore anymore wonder even make difference try yeah goodbye god damn spin head decisions make bed must lay deal things leave unsay want dive 're get behind make move forget truth still n't reason n't time really make wonder ever give fuck give something believe cause n't believe anymore anymore wonder even make difference even make difference try yeah tell 're feel n't believe true anymore anymore wonder even make difference cry although goodbye 've one day 'll wake n't hurt anymore catch lie alibi word say n't mean cause still n't reason n't time really make wonder ever give fuck goodbye give something believe cause n't believe anymore anymore wonder even make difference even make difference try yeah tell 're feel n't believe true anymore anymore wonder even make difference cry goodbye goodbye yeah goodbye yeah goodbye,Makes Me Wonder
252,TRPPQSM128E079295E,days new stand play life like board game new fun play people time get tire put away one day get place break self-discipline want feel take slow feel yeah stand stand stand stand stand stand stand stand live life like n't know exist care get care fade away one day come life live want self-discipline want feel take slow feel yeah self-discipline feel take slow feel feel feel feel yeah stand stand stand stand stand stand stand stand,Where I Stand
253,TRPELLJ128F9321962,feist 1234 1234 tell love sleepless long nights youth old teenage hop alive door leave nothing want 're change heart know sweetheart bitter heart tell apart cozy cold put horse cart teenage hop tear eye scar one little lie 're change heart know money n't buy back love money n't buy back love 're change heart know 're change heart know teenage boys 're break heart teenage boys 're break heart,1234
254,TRPSLCW128F9301F83,creedence clearwater revival put spell put spell 're mine better stop things 're say watch n't lie yeah n't gon take none fool around n't gon take none put put spell 're mine right,I Put A Spell On You
255,TRPVKTA128F930B7F0,hollywood undead young young heart bear world fall apart strong n't belong bear world fall apart see children rain like parade pain see love see hate see world make see life see sky give see fly yes wave flag hatred 're ones make watch beauty live pass right eye hear hate word word make hurt get sick 're sick never want medication kid reason live march drum damn come watch burn sun numb young heart bear world fall apart strong n't belong bear world fall apart walk among shadow streets field battle take wear mantle raise hand burn candle hear whisper dark rain see spark feel beat hearts fleet hope depart together walk alone 've ever know 've ever really want place call home take innocence hearts make kneel altar tear apart march drum damn come watch burn sun numb young heart bear world fall apart strong n't belong bear world fall apart fight fall till angels save fight fall till angels save fight fall till angels save fight fall till angels save young heart bear world fall apart strong n't belong bear world fall apart young heart bear world fall apart strong n't belong bear world fall apart,Young
256,TRPDJBX128F42ACF9B,soundgarden black hole sun eye indispose disguise one know hide face lie snake sun disgrace boil heat summer stench 'neath black sky look dead call name cream 'll hear scream black hole sun n't come wash away rain black hole sun n't come n't come n't come stutter cold damp steal warm wind tire friend time honest men sometimes far long snake shoe walk sleep youth pray keep heaven send hell away one sing like anymore black hole sun n't come wash away rain black hole sun n't come n't come black hole sun n't come wash away rain black hole sun n't come n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun hang head drown fear till disappear black hole sun n't come wash away rain black hole sun n't come n't come black hole sun n't come wash away rain black hole sun n't come n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun n't come black hole sun black hole sun n't come n't come,Black Hole Sun
257,TRPOTDA128F14683A3,faith last cup sorrow get old everything know never know run finger like sand enjoy like snake two stone itch bone take deep breath swallow sorrow tomorrow raise let propose toast thing hurt last cup sorrow say finish today last cup sorrow think get way n't begin make end know new face might surprise like snake two stone itch bone take deeper breath swallow sorrow tomorrow raise let propose toast thing hurt last cup sorrow say finish today last cup sorrow think get way might surprise might surprise,Last Cup Of Sorrow
258,TRPKWRN128F9326B71,taylor swift cold way come easily take take best start fight 'cause need feel something want 'cause want shame rainy end give perfect day walk away use defend word never say sit think 've never anywhere cold put wall paint shade gray stand love wash away come away great little story mess dreamer nerve adore shame rainy end give perfect day walk away use defend word never say sit thinkin 've never anywhere cold never give damn thing honey cry cry know would n't tell nobody die die die shame rainy end give perfect day every smile fake condescend count scar make sit think 've never anywhere cold,Cold As You
259,TRPKWOJ128F92DFD64,polly paulusma give back keep head around lose keep secrets close hold course tiny vessel steady reach farthest coast roll away far eye see journey long joyful 'cause 've live tomorrow forget live today sweet life borrow get give back day fee beast everything 've get suffer n't puppet master pull towards shore want cut rope roll away far eye see journey long joyful 'cause 've live tomorrow forget live today sweet life borrow get give back day roll away sail fast hard see light shin really need need 've live tomorrow forget live today sweet life borrow get give back day,Give It Back
260,TRPKQEL128E0795771,zero wait line wait line 'till time tick clock everyone stop everyone say different things different things everyone say different things different things believe see n't seem anybody else agree believe see motionless wheel nothing real waste time wait line believe see nine five live lie everyday steal time everyone take everything everything everyone take everything everything believe feel n't seem anybody else agree believe see motionless wheel nothing real waste time wait line believe see 'll shout 'll scream rather see 'll hide away another day believe see motionless wheel nothing real waste time wait line believe see everyone say different things different things everyone say different things different things everyone say different things different things everyone say different things different things everyone take everything everything everyone take everything everything,In The Waiting Line
261,TRPYQRJ128F42B81C1,eddy grant electric avenue boy ... boy ... street violence lot work place hang wash n't blame sun gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher workin hard like soldier n't afford thing deep heart warrior n't get food kid good god gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher blame one country never get one dealin multiplication still n't fee everyone gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher 2nd interlude street street dead time night gon rock electric avenue 'll take higher gon rock electric avenue 'll take higher 3rd interlude street street playground dark side town gon rock electric avenue 'll take higher hey gon rock electric avenue 'll take higher ohh yeah higher rock daytime rock night repeat fade,Electric Avenue
262,TRTWBNZ128F92F3426,vanessa williams color wind think whatever land land earth dead thing claim know every rock tree creature life spirit name think people people people look think like walk footsteps stranger 'll learn things never know never know ever hear wolf cry blue corn moon ask grin bobcat grin sing voice mountain paint color wind paint color wind come run hide pine trail forest come taste sun-sweet berry earth come roll riches around never wonder 're worth rainstorm river brothers heron otter friends connect circle hoop never end ever hear wolf cry blue corn moon let eagle tell sing voice mountain paint color wind paint color wind high sycamore grow cut 'll never know 'll never hear wolf cry blue corn moon whether white copper-skinned need sing voice mountain need paint color wind earth still 'll earth paint color wind,Colors Of The Wind
263,TRTWEJL128E078DCCA,cat stevens wild world 've lose everything say wan start something new breakin heart 're leavin baby grievin wan leave take good care hope lot nice things wear lot nice things turn bad baby baby wild world hard get upon smile baby baby wild world 'll always remember like child girl know 've see lot world break heart two never wan see sad girl n't bad girl wan leave take good care hope make lot nice friends remember lot bad beware baby baby wild world hard get upon smile baby baby wild world 'll always remember like child girl baby love wan leave take good care hope make lot nice friends remember lot bad beware baby baby wild world hard get upon smile baby baby wild world 'll always remember like child girl baby baby wild world hard get upon smile baby baby wild world 'll always remember like child girl,Wild World
264,TRTGTAG128EF353C26,switchblade symphony dollhouse push pull push pull get bad n't breathe n't let n't let crush push crush push need get away listen hurt word rip tear push hide things hold hand take sicken eye seem mesmerize 're melt glow mesmerize alibi 're laugh snow people climb wall break wretched dolls fingernails scratch outside attic 'll hide people climb wall break wretched dolls fingernails scratch outside attic 'll hide n't let,Dollhouse
265,TRTGUWJ128F146EC54,snow patrol hand open hard argue n't stop make sense tongue still misbehave keep dig grave hand open eye open keep hop heart open would sabotage best thing well make easier know exactly want hand open eye open keep hop heart open easy right get hop right wan hear laugh like really mean collapse tire joy easy right get hop right wan hear laugh like really mean collapse tire joy put sufjan stevens 'll play favorite song 'chicago burst life sweet smile remember hand open eye open keep hop heart open easy right get hop right wan hear laugh like really mean collapse tire joy easy right get hop right wan hear laugh like really mean collapse tire joy easy right get hop right wan hear laugh like really mean collapse tire joy easy right get hop right wan hear laugh like really mean collapse tire joy,Hands Open
266,TRTHGPK128F147DF90,coldplay shiver look direction pay attention know n't listen 'cause say see straight n't moment wake moment sleep 'll side try stop 'll wait line see care want change well change good want know 'll always get way want say n't shiver n't shiver 'll sing loud clear 'll always wait know much need never even see final chance get moment wake moment sleep 'll side try stop 'll wait line see care care want change well change good want know 'll always get way want say n't shiver n't shiver 'll sing loud clear 'll always wait yeah 'll always wait yeah 'll always wait yeah 'll always wait always wait see n't see hear loud clear sing loud clear 'll always wait look direction pay attention know much need never even see,Shiver
267,TRTBVXE128F932828E,creedence clearwater revival corner early evenin supper time courthouse 're start unwind four kid corner try bring willy pick tune blow harp corner street willy poorboys playin bring nickel tap feet rooster hit washboard people get smile blinky thump gut bass solo poorboy twang rhythm kalamazoo willy dance double kazoo corner street willy poorboys playin bring nickel tap feet corner street willy poorboys playin bring nickel tap feet n't need penny hang around 've get nickel n't lay money corner happy noise people come around watch magic boy corner street willy poorboys playin bring nickel tap feet corner street willy poorboys playin bring nickel tap feet corner street willy poorboys playin bring nickel tap feet,Down On The Corner
268,TRTFBOK128F92F9B30,barry white way n't change try please never let n't imagine 're familiar n't see anymore would leave time trouble never could come far take good time 'll take bad time 'll take way n't try new fashion n't change color hair always unspoken passion although might seem care n't want clever conversation never want work hard want someone talk want way need know always old someone know take till believe way believe say love forever promise heart could n't love better love way right n't want clever conversation never want work hard want someone talk want way,Just The Way You Are
269,TRTFVVP12903D052D6,two door cinema club know weeks get time realise right eye take want leave start feel like right eye taste sweet begin tell want n't want alone n't want alone n't say know 've know whole time yeah 've know whole time maybe next year 'll time think question address one try stop fire would n't test best could attain try anything get remember know tell want n't want alone n't want alone n't say know 've know whole time yeah 've know whole time tell want n't want alone n't want alone n't say know 've know whole time yeah 've know whole time,What You Know
270,TRTZPKI128F92FDBB7,coldplay life technicolor wild wind blow corner street every night headlights glow cold war come radio hear baby violent world love n't let n't take streetlights glow hear come hear siren sound feet n't touch grind time come a-creeping time load gun every road ray light o-o-o-on time 'll leak lead still beautiful night love n't let n't take streetlights glow hear come like serenade sound feet n't touch grind gravity release n't ever hold feet n't touch grind,Life In Technicolor ii
271,TRTNFLQ128F92FD031,john mayer neon sky blue get dark enough see color city light trail ruby red diamond white hit like sunrise come come like one tonight lose find high peachtree street mix drink techno beat always heavy everything come come like one come one know slip hand always buzz like neon neon neon neon know long long long burn away n't angel know place hold hard take stand would take anyway come like one come slip hand always buzz like neon neon neon neon know long long long burn away away come like one come slip hand always buzz like neon neon neon neon know long long long burn away,Neon
272,TRTNFRQ12903CB6360,vampire weekend horchata december drink horchata look psychotic balaclava winter cold much handle pincher crab pinch sandals whoaaaaa ooooh december drink horchata look glass aranciata lips teeth ask day boot fists pound pavement come feel think forget chair sit sidewalks walk whoaaaaaa ooooh remember drinkin horchata still enjoy foot masada winter cold much handle pincher crab pinch sandals come feel think forget chair sit sidewalks walk ooh lose lookin back n't fight december drinkin horchata look psychotic balaclava winter cold much handle pincher crab pinch sandals years hearts start harden palm firs grow garden fall near rise bed root shoot tool shed lips teeth ask day shout crack pavement come feel think forget chair sit sidewalks walk lose understand n't fight come feel think forget chair sit sidewalks walk come feel think forget chair sit sidewalks walk,Horchata
273,TRTPWWP128F1486DF3,beirut elephant gun young flee town bury dream underground drink die drink tonight far home elephant gun let take one one 'll lay find around let season begin roll right let season begin take big king let season begin roll right let season begin take big king rip silence camp night rip night rip silence camp night rip silence leave hide,Elephant Gun
274,TRTPHMP128F4298D45,decemberadio find wait 've hear angels 've see devil fight lamb send fire 've valley dry walk thru desert side preacher hero life never kind one thing hold lord mine years dry tear answer prayers wan feel presence knees need friend 've find wait 've see widow cry thru sorrow still raise hand midst lord remind weary carry yes carry years dry tear answer prayers wan feel presence knees need friend 've find strong wait midst struggle one thing know 'll never leave 're never alone 've hear angels 've see devil fight lamb strong send straight fire yeah yeah yeah years dry tear answer prayers wan feel presence knees need friend find wait lord find higher wait wait ... find wait ...,Find You Waiting
275,TRTUVGS128F9300770,guru josh project infinity 2008 key philosophy freak like need infinity relax take time take time trust find infinity infinity take time trust find infinity infinity time naturally 'll receive infinity key philosophy freak like need infinity relax take time take time trust find infinity infinity infinity infinity infinity infinity infinity take time trust find time naturally 'll receive infinity infinity,Infinity 2008
276,TRTLNUT12903CF4704,kings check yes juliet check yes juliet rain fall sidewalk n't come outside check yes juliet kill limbo 'll keep toss rock window turn back tonight lace shoe a-o-a-o run baby run n't ever look back 'll tear apart give chance n't sell heart n't say 're mean run baby run forever check yes juliet 'll wait wish want take sneak n't tell soul goodbye check yes juliet countdown 'll fall arm change lock n't let change mind lace shoe a-o-a-o run baby run n't ever look back 'll tear apart give chance n't sell heart n't say 're mean run baby run forever 're fly night 're fly night way high view get better side run baby run n't ever look back 'll tear apart give chance n't sell heart n't say 're mean run baby run forever run baby run n't ever look back 'll tear apart give chance n't sell heart n't say 're mean run baby run forever,Check Yes Juliet
277,TRTEGUJ128F425B7D3,foo fighters pretender keep dark know pretend keep dark begin send skeletons sing bone march need bury deep secrets keep ever ready ready finish make sense plead ignorance whole defense spin infinity wheel spin never end never end old story say like others say another one play 're pretender say never surrender say like others say another one play 're pretender say 'll never ever surrender time tell another soul sale well page print permanent 're temporary temporary old story say like others say another one play 're pretender say 'll never surrender say like others say another one play 're pretender say never surrender voice inside head refuse hear face face mirrorin stare leave right enemy hand 'll take bring knees yeah yeah yeah keep dark know pretend say like others say another one play 're pretender say never surrender say like others say another one play 're pretender say 'll never surrender say 're like others keep dark say another one play know 're pretender pretend say never surrender say like others keep dark say another one play know 're pretender pretend say never surrender yeah yeah,The Pretender
278,TRTSQLA12903D0737C,john waite miss every time think always catch breath still stand 're miles away wonder leave storm rag freeze heart tonight hear name certain circle always make smile spend time think almost drive wild heart break long distance line tonight n't miss since 've away n't miss matter might say message wire send signal tonight n't know desperate 've become look like lose fight world mean though try hard understand heart break long distance line tonight n't miss since 've away n't miss matter friends say message send like telegraph soul n't bridge distance stop heartbreak overload n't miss since 've away n't miss matter friends say n't miss n't miss keep lie storm rag freeze heart tonight n't miss since 've away n't miss matter friends say n't miss n't miss n't miss keep lie n't miss n't miss n't miss n't miss n't miss n't miss n't miss matter friends might say n't miss,Missing You
279,TRTDKMT128F92CDD87,break benjamin blow away fall line one time ready play n't see anyway time lose 've get move steady helm lose sight fire gun time run blow away stay mess make fall 'll shake show way strongest survive lead heaven die shadow wall 'll one save nothing leave save breath lie wait catch inside tidal wave cover blow nowhere hold fate load walk alone fire gun time run blow away stay mess make fall 'll shake show way strongest survive lead heaven die shadow wall 'll one save want back n't make mad strongest survive lead heaven die shadow wall 'll one save save,Blow Me Away
280,TRTOCID128F147CC65,metallica wolf man new day mist run new day mist come hunt therefore harvest land take fall lamb new day mist run new day mist come shift pulse earth company keep roam land sleep shape shift nose wind shape shift feel 've move swift sense clean earth gift back mean life bright moon high starlight chill air cold steel tonight shift call wild fear eye later realize shape shift nose wind shape shift feel 've move swift sense clean earth gift back mean life feel change back better day hair stand back neck wildness preservation world seek wolf thyself shape shift nose wind shape shift feel move swift sense clean earth gift back mean wolf man yeah,Of Wolf And Man
281,TRTXHBC128F4259DB7,cradle filth better reign hell heart hand pass clasp pain dark lowland set bad blood vein burn like penal fire rouse stain jagged-toothed skyline brace cross golden dawn lay lose mist embolden thorns make bed topple stone close eye sink dream crow-black sky great white empty throne horror stalk bilious fog balk vision lick spittle cheek wry drift back sting target sneer michael glorious high angel dust virtue side drown past downfall seem like yesterday though blur moon pass enemies high place laugh move mirror crack heavy line rise snowblind though shift sand time erase trace taste bitter win grapes wrath grow fat vine come little whip tantrums thrash velvet skin line wishbone henge name sin warm spurt mantras splash occult tongue whisper sweet revenge shame crawl grace cold hollow grave rape ruinous scourge spar souls share god worship throats coat note dirge pour parapets pit drown past wretched scream like yesterday die last rise revenant dark sharpen claw blunt discharge shall bow dog lord tear carcass heart shall fall knees keyholes virtue slip bondage mask ... freewill make better reign hell new wing unfurl speak take things would desecrate world seduction woman man bastard masterplan drown past fool fat unwind cruel yesterdays beneath star stagger blast,Better To Reign In Hell
282,TRTXRGU128E078F420,sonic youth youth fascism another worm another stomach turn yeah ghetto burn song hate song hate get stupid man get klux klan funky battleplan song hate song hate sieg heil-in squirt 're impotent jerk yeah fascist twerp song hate song hate black robe swill believe anita hill judge rot hell song hate song hate yeah cross fire christian liar black attack fire song hate song hate yeah president suck war pig fuck shit luck song hate song hate another nazi attack skinhead crack blood black song hate song hate 're bang pot pan make understand get bury man song hate song hate human wreck redneck check kill teacher pet song hate song hate song hate song hate song hate song hate song hate song hate song hate song hate song hate song hate,Youth Against Fascism
283,TRTXJBO128F4294115,avril lavigne happy end ... much happy end ... much happy end ... let talk like 're dead something something say n't leave hang city dead hold high breakable thread breakable thread things think know think could everything everything want want mean suppose lose lose memories close fade away time pretend much happy end ... much happy end ... 've get dumb friends know say say tell difficult n't know even know even know things hide shit shit things think know think could everything everything want want mean suppose lose lose memories close fade away time pretend much happy end nice know thank act like care make feel like one nice know thank watch fall let know everything everything want mean suppose lose memories close fade away time pretend much happy end everything everything want want mean suppose lose memories close fade away time pretend much happy end ... much happy end ... much happy end ...,My Happy Ending
284,TRUMION12903CB6373,vampire weekend cousins find sweater ocean floor 're gon find n't close door model sit outside side house street would n't park night dad risk taker shoe maker greatest hit 2006 little list maker catch melody wait car bear ten finger 're gon use interest color discover highlife gritty 'll toast health interest coat line wall birth right interest could accrue cousins cousins line always run cousins cousins feel come turn back biddlewood turn back biddlewood turn back biddlewood turn back biddlewood cousins cousins line always run cousins cousins feel come cousins cousins line always run cousins cousins feel come,Cousins
285,TRUWANM128F1485EE2,lily allen ldn rid city bike day cause filth take away license n't get feel okay cause sight see priceless everything seem look wonder behind doors fella look dapper sittin slapper see pimp crack whore might laugh might frown walkin round london town sun sky would wan anywhere else sun sky would wan anywhere else look eye everything seem nice look twice see lie little old lady walkin road struggle bag tesco people city havin lunch park believe call fresco kid come along offer hand time accept hit head n't care dead cause get jewelry wallet might laugh might frown walkin round london town sun sky would wan anywhere else sun sky would wan anywhere else look eye everything seem nice look twice see lie life yeah city life yeah city life yeah city life life yeah city life yeah city life yeah city life sun sky would wan anywhere else sun sky would wan anywhere else sun sky would wan anywhere else sun sky would wan anywhere else look eye everything seem nice look twice see lie look eye everything seem nice look twice see lie,LDN
286,TRUHUNN128F92E58B5,eddie vedder hard sun walk beside better man look leave always stagger back build ivory tower could worship climb set free take big big hard sun beat big people big hard world come greet mercy feet see inner charm throw back dig early grave find better land smile laugh take rule back big big hard sun beat big people big hard world big big hard sun beat big people big hard world cross river comfort side try understand open hand big big hard sun beat big people big hard world stand lose saw bow throw away hours garden sun try warn turn see weep forty days forty nights still come big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world big big hard sun beat big people big hard world,Hard Sun
287,TRUCHHA128EF3435EA,blink-182 feel get regret right feel air cold low feel let room feel wan take clothe feel show way bed feel show way move feel fuck blur feel love things feel fate fell short time smile fade summer place hand mine place hand mine 'll leave wan 'll leave wan turn light smile ear ear feel breathe get loud feel show bedroom floor feel show bathroom mirror feel 're take way slow feel take away feel fate fell short time smile fade summer place hand mine place hand mine 'll leave wan 'll leave wan fate fell short time smile fade summer place hand mine 'll leave wan place never come say mean anything different anyone stand alone street cigarette first night meet look past remember smile maybe tonight breathe awhile scene think fall asleep mean 'll always dream fate fell short time smile fade summer place hand mine 'll leave wan fate fell short time fate fell short time smile fade summer smile fade summer place hand mine place hand mine 'll leave wan 'll leave wan fate fell short time fate fell short time smile fade summer smile fade summer 'll stand face illusion place hand mine place hand mine 'll leave wan 'll leave wan 'll stand face illusion fate fell short time fate fell short time feel smile fade summer smile fade summer 'll stand face illusion place hand mine place hand mine feel 'll leave wan 'll leave wan 'll stand face illusion fate fell short time fate fell short time feel smile fade summer smile fade summer 'll stand face illusion place hand mine place hand mine feel 'll leave wan 'll leave wan 'll stand face illusion,Feeling This
288,TRUFTBY128F93450B8,lady gaga alejandro know young know may love n't like anymore alejandro get hand pocket n't look n't look hide true love bolsillo get halo around finger around know love boy hot like mexico rejoice point 've get choose nothing lose n't call name n't call name alejandro babe babe fernando n't wan kiss n't wan touch smoke cigarette hush n't call name n't call name roberto alejandro alejandro ale-alejandro ale-alejandro alejandro alejandro ale-alejandro ale-alejandro stop please let alejandro let break baby boyfriend like dad like dad flame burn get firefight get cool bad know love boy hot like mexico rejoice point 've get choose nothing lose n't call name n't call name alejandro babe babe fernando n't wan kiss n't wan touch smoke cigarette hush n't call name n't call name roberto alejandro alejandro ale-alejandro ale-alejandro alejandro alejandro ale-alejandro ale-alejandro n't bother n't bother alejandro n't call name n't call name bye fernando babe babe alejandro n't wan kiss n't wan touch fernando n't call name n't call name alejandro babe babe fernando n't wan kiss n't wan touch smoke cigarette hush n't call name n't call name roberto alejandro alejandro ale-alejandro ale-alejandro alejandro alejandro ale-alejandro ale-alejandro n't call name n't call name alejandro babe babe fernando n't wan kiss n't wan touch smoke cigarette hush n't call name n't call name roberto alejandro,Alejandro
289,TRUQERG128F147CBEA,metallica welcome home sanitarium welcome time stand still one leave one moon full never seem change label mentally derange dream thing every night see freedom sight lock doors windows bar things make brain seem scar sleep friend see dream reality keep lock cage n't see brain say rage sanitarium leave sanitarium leave alone build fear breathe open air whisper things brain assure insane think head hand violent use bring violent plan keep tie make well get better n't tell keep listen damn win see right see well think save hell sanitarium leave sanitarium leave alone sanitarium leave alone fear live natives get restless mutiny air get death mirror star back hard kill friendly word seem way reach,Welcome Home (Sanitarium)
290,TRUIBLU12903CCDAD2,crystal castle love saw picture hang back door n't give heart one live anymore lovers n't friends fascination end cause cold outside come home cause hot inside n't enough love could time take toll n't take far control lovers n't friends fascination end cause cold outside come home cause hot inside n't enough love love love love love love love,Not In Love
